order_id,supplier_name,part_number,part_description,order_date,promised_date,actual_delivery_date,quantity,unit_price,po_amount
PO-2023-167,Stellar Metalworks,HX-5530,Heat Exchanger - Heavy Duty,2023-01-29,2023-02-17,2023-02-17,160,1800.78,288124.8
PO-2023-167,Precision Thermal Co,SHAFT-2201,Motor Drive Shaft - SS304,2023-01-31,2023-03-07,2023-03-05,518,39.69,20559.42
PO-2023-178,Precision Thermal Co,PANEL-8810,Powder Coated Panel,2023-02-03,2023-02-22,2023-02-21,69,237.01,16353.69
PO-2023-178,Apex Mfg,PANEL-8810,Powder Coated Panel,2023-02-06,2023-02-21,2023-02-19,58,215.0,12470.0
PO-2023-178,Apex Manufacturing Inc,PANEL-8815,Aluminum Control Panel,2023-02-09,2023-03-22,2023-03-21,127,257.33,32680.91
PO-2023-178,Apex Manufacturing Inc,MOTOR-6641,7.5HP Fan Motor,2023-02-12,2023-03-12,2023-03-12,117,847.74,99185.58
PO-2023-178,APEX Manufacturing Inc,HX-5512,Aluminum Heat Exchanger - 48x24,2023-02-15,2023-03-28,2023-03-26,216,841.86,181841.76
PO-2023-178,AeroFlow Systems,FAN-2847,"24"" Axial Cooling Fan",2023-02-18,2023-03-27,2023-03-27,81,229.13,18559.53
PO-2023-178,APEX MFG,CTRL-9985,PLC Control Module,2023-02-21,2023-04-06,2023-04-06,289,437.89,126550.21
PO-2023-178,APEX MFG,BRKT-1010,Adjustable Mount Bracket,2023-02-24,2023-03-22,2023-03-21,400,16.87,6748.0
PO-2023-178,Stellar Metalworks,CTRL-9998,Touch Screen Controller,2023-02-27,2023-04-06,2023-04-06,243,1236.37,300437.91
PO-2023-188,Precision Thermal Co,FINS-7720,Aluminum Fins - Thin Wall,2023-03-02,2023-03-26,2023-03-26,728,9.28,6755.84
PO-2023-188,AeroFlow Systems,FINS-7720,Aluminum Fins - Thin Wall,2023-03-05,2023-03-21,2023-03-28,854,9.5,8113.0
PO-2023-188,Apex Manufacturing Inc,HX-5520,Aluminum Heat Exchanger - 60x36,2023-03-08,2023-04-18,2023-04-16,281,1105.14,310544.34
PO-2023-188,TitanForge LLC,DAMPER-3301,"Motorized Air Damper 24""",2023-03-10,2023-03-31,2023-03-30,235,174.16,40927.6
PO-2023-188,TitanForge LLC,HX-5525,Copper Heat Exchanger - Custom,2023-03-13,2023-04-18,2023-04-18,125,2059.5,257437.5
PO-2023-188,Apex Manufacturing Inc,HX-5530,Heat Exchanger - Heavy Duty,2023-03-16,2023-04-29,2023-04-27,292,1806.3,527439.6
PO-2023-188,Precision Thermal Co,BEARING-9915,Pillow Block Bearing,2023-03-19,2023-04-26,2023-04-24,19,99.89,1897.91
PO-2023-188,Apex Manufacturing Inc,FAN-2850,"30"" Axial Cooling Fan",2023-03-22,2023-04-09,2023-04-08,135,307.4,41499.0
PO-2023-188,Precision Thermal Co,BRKT-1001,Mounting Bracket - Steel,2023-03-25,2023-04-20,2023-04-18,313,12.21,3821.73
PO-2023-188,AeroFlow Systems,BEARING-9910,Sealed Bearing Assembly,2023-03-28,2023-04-27,2023-04-26,200,78.52,15704.0
PO-2023-188,QuickFab Industries,LOUVER-6615,"Weather Louver 72""",2023-03-31,2023-05-03,2023-05-02,55,228.47,12565.85
PO-2023-198,APEX MFG,HX-5520,Aluminum Heat Exchanger - 60x36,2023-04-03,2023-04-28,2023-04-26,300,1060.28,318084.0
PO-2023-198,Apex Mfg,HX-5512,Aluminum Heat Exchanger - 48x24,2023-04-06,2023-04-23,2023-04-23,260,827.27,215090.2
PO-2023-198,APEX MFG,BRKT-1015,Heavy Mount - Galvanized,2023-04-09,2023-05-23,2023-05-23,145,23.33,3382.85
PO-2023-198,Apex Mfg,FINS-7712,Heat Exchanger Fins - Aluminum,2023-04-12,2023-05-20,2023-05-19,855,8.37,7156.35
PO-2023-198,Apex Manufacturing Inc,FILTER-5505,Carbon Air Filter,2023-04-15,2023-05-05,2023-05-05,263,65.5,17226.5
PO-2023-198,QuickFab Industries,FINS-7720,Aluminum Fins - Thin Wall,2023-04-17,2023-05-26,2023-05-25,833,9.43,7855.19
PO-2023-198,TitanForge LLC,CTRL-9981,Digital Temperature Controller,2023-04-20,2023-05-13,2023-05-11,276,84.76,23393.76
PO-2023-198,APEX Manufacturing Inc,SENSOR-4405,Temperature Sensor Probe,2023-04-23,2023-06-04,2023-06-04,52,32.2,1674.4
PO-2023-198,QuickFab Industries,FAN-2850,"30"" Axial Cooling Fan",2023-04-26,2023-06-07,2023-06-30,101,288.34,29122.34
PO-2023-198,APEX MFG,MOTOR-6634,3HP Fan Motor Assembly,2023-04-29,2023-05-30,2023-05-28,77,441.63,34005.51
PO-2023-209,Stellar Metalworks,HX-5512,Aluminum Heat Exchanger - 48x24,2023-05-02,2023-06-06,2023-06-04,56,843.23,47220.88
PO-2023-209,Apex Mfg,PANEL-8810,Powder Coated Panel,2023-05-05,2023-05-31,2023-05-29,82,244.3,20032.6
PO-2023-209,Apex Mfg,MOTOR-6645,10HP Fan Motor,2023-05-08,2023-06-20,2023-06-18,82,1108.57,90902.74
PO-2023-209,APEX MFG,SENSOR-4415,Pressure Transducer,2023-05-11,2023-05-31,2023-05-29,223,63.09,14069.07
PO-2023-209,Apex Manufacturing Inc,CTRL-9985,PLC Control Module,2023-05-14,2023-05-30,2023-06-01,256,430.29,110154.24
PO-2023-209,QuickFab Industries,PANEL-8820,Stainless Control Panel,2023-05-17,2023-06-10,2023-06-08,47,285.07,13398.29
PO-2023-209,Precision Thermal Co,DAMPER-3301,"Motorized Air Damper 24""",2023-05-20,2023-06-25,2023-06-25,280,203.32,56929.6
PO-2023-209,APEX MFG,FILTER-5501,Air Filter - HEPA Grade,2023-05-23,2023-07-01,2023-07-01,228,63.57,14493.96
PO-2023-209,Stellar Metalworks,BRKT-1020,Vibration Isolator Mount,2023-05-25,2023-06-30,2023-06-30,337,25.14,8472.18
PO-2023-209,QuickFab Industries,FINS-7720,Aluminum Fins - Thin Wall,2023-05-28,2023-06-29,2023-06-30,780,9.31,7261.8
PO-2023-209,Stellar Metalworks,BRKT-1015,Heavy Mount - Galvanized,2023-05-31,2023-07-06,2023-07-04,517,18.34,9481.78
PO-2023-219,APEX MFG,BEARING-9915,Pillow Block Bearing,2023-06-03,2023-06-25,2023-06-23,226,92.33,20866.58
PO-2023-219,TitanForge LLC,BRKT-1001,Mounting Bracket - Steel,2023-06-06,2023-07-07,2023-07-10,337,12.96,4367.52
PO-2023-219,Apex Mfg,SENSOR-4410,Humidity Sensor Module,2023-06-09,2023-07-05,2023-07-05,123,34.25,4212.75
PO-2023-219,APEX Manufacturing Inc,FINS-7725,Heat Exchanger Fins,2023-06-12,2023-07-06,2023-07-13,994,9.56,9502.64
PO-2023-219,APEX MFG,CTRL-9985,PLC Control Module,2023-06-15,2023-07-01,2023-06-29,175,429.57,75174.75
PO-2023-219,AeroFlow Systems,CTRL-9995,VFD Controller 10HP,2023-06-18,2023-07-10,2023-07-12,143,862.38,123320.34
PO-2023-219,APEX MFG,HX-5530,Heat Exchanger - Heavy Duty,2023-06-21,2023-07-22,2023-07-26,103,1748.34,180079.02
PO-2023-219,QuickFab Industries,DAMPER-3305,"Pneumatic Damper 36""",2023-06-24,2023-07-10,2023-08-01,196,257.63,50495.48
PO-2023-219,TitanForge LLC,FILTER-5501,Air Filter - HEPA Grade,2023-06-27,2023-08-09,2023-08-09,74,66.66,4932.84
PO-2023-219,APEX MFG,FILTER-5505,Carbon Air Filter,2023-06-29,2023-08-13,2023-08-13,84,64.23,5395.32
PO-2023-230,QuickFab Industries,HX-5512,Aluminum Heat Exchanger - 48x24,2023-07-02,2023-08-07,2023-08-07,179,828.68,148333.72
PO-2023-230,Apex Manufacturing Inc,FILTER-5505,Carbon Air Filter,2023-07-05,2023-08-04,2023-08-04,80,65.02,5201.6
PO-2023-230,APEX MFG,FILTER-5501,Air Filter - HEPA Grade,2023-07-08,2023-08-06,2023-08-05,298,63.05,18788.9
PO-2023-230,Apex Mfg,SHAFT-2201,Motor Drive Shaft - SS304,2023-07-11,2023-08-20,2023-08-20,229,40.25,9217.25
PO-2023-230,TitanForge LLC,MOTOR-6641,7.5HP Fan Motor,2023-07-14,2023-08-05,2023-08-04,92,834.08,76735.36
PO-2023-230,Apex Mfg,PANEL-8815,Aluminum Control Panel,2023-07-17,2023-08-19,2023-08-17,203,265.67,53931.01
PO-2023-230,TitanForge LLC,PANEL-8801,Control Panel Enclosure,2023-07-20,2023-09-02,2023-08-31,227,237.88,53998.76
PO-2023-230,Apex Mfg,SENSOR-4405,Temperature Sensor Probe,2023-07-23,2023-08-12,2023-08-18,300,28.56,8568.0
PO-2023-230,Precision Thermal Co,PANEL-8801,Control Panel Enclosure,2023-07-26,2023-08-24,2023-08-23,37,248.62,9198.94
PO-2023-230,APEX Manufacturing Inc,MOTOR-6638,5HP Fan Motor Assembly,2023-07-29,2023-08-22,2023-08-21,87,612.03,53246.61
PO-2023-240,Precision Thermal Co,FILTER-5501,Air Filter - HEPA Grade,2023-08-01,2023-09-09,2023-09-08,139,48.58,6752.62
PO-2023-240,Apex Manufacturing Inc,FINS-7720,Aluminum Fins - Thin Wall,2023-08-04,2023-09-17,2023-09-15,726,9.92,7201.92
PO-2023-240,Apex Mfg,PANEL-8801,Control Panel Enclosure,2023-08-06,2023-08-24,2023-08-24,106,227.54,24119.24
PO-2023-240,Precision Thermal Co,HX-5535,Copper Coil Heat Exchanger,2023-08-09,2023-09-15,2023-09-14,288,2534.72,729999.36
PO-2023-240,AeroFlow Systems,BRKT-1015,Heavy Mount - Galvanized,2023-08-12,2023-08-30,2023-08-30,331,18.09,5987.79
PO-2023-240,TitanForge LLC,HX-5535,Copper Coil Heat Exchanger,2023-08-15,2023-09-06,2023-09-04,20,2540.19,50803.8
PO-2023-240,Apex Manufacturing Inc,CTRL-9995,VFD Controller 10HP,2023-08-18,2023-09-16,2023-09-14,57,873.7,49800.9
PO-2023-240,TitanForge LLC,FAN-2847,"24"" Axial Cooling Fan",2023-08-21,2023-09-25,2023-09-24,94,218.65,20553.1
PO-2023-240,APEX MFG,BRKT-1005,Heavy Duty Mount - Aluminum,2023-08-24,2023-09-29,2023-09-27,385,16.82,6475.7
PO-2023-240,Apex Mfg,FAN-2855,"28"" Axial Fan - High CFM",2023-08-27,2023-09-17,2023-09-16,66,362.74,23940.84
PO-2023-240,Stellar Metalworks,MOTOR-6645,10HP Fan Motor,2023-08-30,2023-09-26,2023-09-25,131,1101.53,144300.43
PO-2023-251,TitanForge LLC,BEARING-9905,Heavy Duty Bearing Set,2023-09-02,2023-10-05,2023-10-03,176,63.24,11130.24
PO-2023-251,Precision Thermal Co,PANEL-8801,Control Panel Enclosure,2023-09-05,2023-10-18,2023-10-17,114,224.66,25611.24
PO-2023-251,Apex Manufacturing Inc,SHAFT-2208,SS316 Drive Shaft,2023-09-08,2023-10-23,2023-10-29,498,56.62,28196.76
PO-2023-251,QuickFab Industries,HX-5515,Copper Heat Exchanger Coil,2023-09-11,2023-10-04,2023-10-24,168,1415.69,237835.92
PO-2023-251,TitanForge LLC,SHAFT-2210,Stainless Drive Shaft,2023-09-13,2023-10-06,2023-10-04,343,46.67,16007.81
PO-2023-251,AeroFlow Systems,MOTOR-6641,7.5HP Fan Motor,2023-09-16,2023-10-27,2023-10-26,49,815.86,39977.14
PO-2023-251,TitanForge LLC,FINS-7715,Copper Fins for Heat Exchanger,2023-09-19,2023-10-08,2023-10-07,825,12.25,10106.25
PO-2023-251,Apex Mfg,HX-5525,Copper Heat Exchanger - Custom,2023-09-22,2023-10-14,2023-10-13,173,2062.46,356805.58
PO-2023-251,Stellar Metalworks,BRKT-1001,Mounting Bracket - Steel,2023-09-25,2023-10-13,2023-10-16,587,11.5,6750.5
PO-2023-251,APEX MFG,FINS-7725,Heat Exchanger Fins,2023-09-28,2023-11-02,2023-11-05,648,9.61,6227.28
PO-2023-261,AeroFlow Systems,LOUVER-6605,"Louver with Screen 60""",2023-10-01,2023-10-24,2023-10-22,170,123.62,21015.4
PO-2023-261,AeroFlow Systems,HX-5535,Copper Coil Heat Exchanger,2023-10-04,2023-10-19,2023-10-18,256,2564.66,656552.96
PO-2023-261,Precision Thermal Co,BEARING-9910,Sealed Bearing Assembly,2023-10-07,2023-11-01,2023-11-01,73,86.23,6294.79
PO-2023-261,AeroFlow Systems,PANEL-8805,Electrical Panel - Stainless,2023-10-10,2023-11-05,2023-11-03,83,272.57,22623.31
PO-2023-261,Precision Thermal Co,SENSOR-4405,Temperature Sensor Probe,2023-10-13,2023-11-03,2023-11-02,178,29.27,5210.06
PO-2023-261,Stellar Metalworks,CTRL-9995,VFD Controller 10HP,2023-10-16,2023-11-27,2023-11-26,83,875.25,72645.75
PO-2023-261,APEX MFG,MOTOR-6645,10HP Fan Motor,2023-10-19,2023-11-26,2023-11-25,48,1087.16,52183.68
PO-2023-261,AeroFlow Systems,LOUVER-6615,"Weather Louver 72""",2023-10-21,2023-11-10,2023-11-08,197,229.59,45229.23
PO-2023-261,QuickFab Industries,SHAFT-2201,Motor Drive Shaft - SS304,2023-10-24,2023-11-18,2023-12-11,89,36.76,3271.64
PO-2023-261,APEX MFG,SHAFT-2205,Drive Shaft - Hardened Steel,2023-10-27,2023-11-25,2023-11-24,94,38.96,3662.24
PO-2023-261,APEX MFG,FILTER-5501,Air Filter - HEPA Grade,2023-10-30,2023-11-18,2023-11-24,30,45.49,1364.7
PO-2023-271,AeroFlow Systems,CTRL-9981,Digital Temperature Controller,2023-11-02,2023-11-30,2023-11-29,135,80.56,10875.6
PO-2023-271,APEX Manufacturing Inc,HX-5530,Heat Exchanger - Heavy Duty,2023-11-05,2023-12-13,2023-12-11,60,1749.42,104965.2
PO-2023-271,AeroFlow Systems,PANEL-8801,Control Panel Enclosure,2023-11-08,2023-11-28,2023-11-27,223,240.22,53569.06
PO-2023-271,Precision Thermal Co,FINS-7725,Heat Exchanger Fins,2023-11-11,2023-11-27,2023-11-25,945,9.84,9298.8
PO-2023-271,Precision Thermal Co,DAMPER-3305,"Pneumatic Damper 36""",2023-11-14,2023-12-27,2023-12-28,293,232.98,68263.14
PO-2023-271,Apex Mfg,FAN-2855,"28"" Axial Fan - High CFM",2023-11-17,2023-12-26,2023-12-24,103,352.65,36322.95
PO-2023-271,TitanForge LLC,CTRL-9990,Master Control Board,2023-11-20,2023-12-24,2023-12-22,252,628.41,158359.32
PO-2023-271,TitanForge LLC,SHAFT-2208,SS316 Drive Shaft,2023-11-23,2023-12-10,2023-12-10,483,49.67,23990.61
PO-2023-271,Apex Manufacturing Inc,PANEL-8805,Electrical Panel - Stainless,2023-11-26,2023-12-30,2023-12-28,289,266.09,76900.01
PO-2023-271,Apex Manufacturing Inc,LOUVER-6605,"Louver with Screen 60""",2023-11-28,2023-12-15,2023-12-14,98,125.0,12250.0
PO-2023-282,APEX Manufacturing Inc,DAMPER-3301,"Motorized Air Damper 24""",2023-12-01,2024-01-10,2024-01-10,249,195.88,48774.12
PO-2023-282,APEX Manufacturing Inc,CTRL-9998,Touch Screen Controller,2023-12-04,2024-01-14,2024-01-13,210,1186.37,249137.7
PO-2023-282,QuickFab Industries,CTRL-9990,Master Control Board,2023-12-07,2024-01-18,2024-02-07,35,676.49,23677.15
PO-2023-282,Stellar Metalworks,PANEL-8810,Powder Coated Panel,2023-12-10,2023-12-31,2023-12-30,47,238.0,11186.0
PO-2023-282,Apex Mfg,BEARING-9905,Heavy Duty Bearing Set,2023-12-13,2024-01-04,2024-01-04,224,82.06,18381.44
PO-2023-282,Apex Mfg,PANEL-8805,Electrical Panel - Stainless,2023-12-16,2024-01-24,2024-01-25,65,265.87,17281.55
PO-2023-282,Stellar Metalworks,MOTOR-6638,5HP Fan Motor Assembly,2023-12-19,2024-01-17,2024-01-15,58,580.6,33674.8
PO-2023-282,Stellar Metalworks,FAN-2860,"36"" Axial Cooling Fan",2023-12-22,2024-01-15,2024-01-13,105,432.3,45391.5
PO-2023-282,Stellar Metalworks,PANEL-8820,Stainless Control Panel,2023-12-25,2024-01-18,2024-01-18,110,278.68,30654.8
PO-2023-282,Apex Manufacturing Inc,CTRL-9981,Digital Temperature Controller,2023-12-28,2024-01-19,2024-01-25,145,80.88,11727.6
PO-2023-282,TitanForge LLC,FAN-2860,"36"" Axial Cooling Fan",2023-12-31,2024-01-25,2024-01-24,109,429.22,46784.98
PO-2024-292,Apex Mfg,DAMPER-3305,"Pneumatic Damper 36""",2024-01-03,2024-02-12,2024-02-12,150,261.9,39285.0
PO-2024-292,TitanForge LLC,LOUVER-6615,"Weather Louver 72""",2024-01-05,2024-01-27,2024-01-25,281,225.58,63387.98
PO-2024-292,APEX MFG,SHAFT-2208,SS316 Drive Shaft,2024-01-08,2024-02-06,2024-02-05,487,51.04,24856.48
PO-2024-292,TitanForge LLC,MOTOR-6634,3HP Fan Motor Assembly,2024-01-11,2024-02-15,2024-02-15,104,450.38,46839.52
PO-2024-292,APEX Manufacturing Inc,BRKT-1015,Heavy Mount - Galvanized,2024-01-14,2024-02-14,2024-02-17,140,19.52,2732.8
PO-2024-292,AeroFlow Systems,SENSOR-4420,Flow Sensor - Digital,2024-01-17,2024-02-29,2024-03-04,241,40.89,9854.49
PO-2024-292,Stellar Metalworks,DAMPER-3301,"Motorized Air Damper 24""",2024-01-20,2024-02-05,2024-02-05,294,172.83,50812.02
PO-2024-292,Precision Thermal Co,HX-5512,Aluminum Heat Exchanger - 48x24,2024-01-23,2024-02-21,2024-02-19,163,848.92,138373.96
PO-2024-292,APEX Manufacturing Inc,SHAFT-2210,Stainless Drive Shaft,2024-01-26,2024-02-25,2024-02-25,134,50.53,6771.02
PO-2024-292,QuickFab Industries,CTRL-9981,Digital Temperature Controller,2024-01-29,2024-02-26,2024-02-25,239,86.91,20771.49
PO-2024-303,Stellar Metalworks,FINS-7712,Heat Exchanger Fins - Aluminum,2024-02-01,2024-02-19,2024-02-19,808,9.68,7821.44
PO-2024-303,Apex Manufacturing Inc,LOUVER-6605,"Louver with Screen 60""",2024-02-04,2024-02-25,2024-02-23,173,118.74,20542.02
PO-2024-303,QuickFab Industries,DAMPER-3301,"Motorized Air Damper 24""",2024-02-07,2024-03-04,2024-03-22,55,172.06,9463.3
PO-2024-303,APEX Manufacturing Inc,BRKT-1010,Adjustable Mount Bracket,2024-02-09,2024-02-25,2024-02-24,311,16.0,4976.0
PO-2024-303,TitanForge LLC,SENSOR-4415,Pressure Transducer,2024-02-12,2024-03-08,2024-03-08,142,68.8,9769.6
PO-2024-303,TitanForge LLC,FAN-2855,"28"" Axial Fan - High CFM",2024-02-15,2024-03-14,2024-03-14,91,337.37,30700.67
PO-2024-303,APEX Manufacturing Inc,HX-5525,Copper Heat Exchanger - Custom,2024-02-18,2024-03-10,2024-03-10,171,1982.85,339067.35
PO-2024-303,Apex Mfg,CTRL-9990,Master Control Board,2024-02-21,2024-03-12,2024-03-11,41,629.65,25815.65
PO-2024-303,Precision Thermal Co,CTRL-9990,Master Control Board,2024-02-24,2024-04-05,2024-04-05,285,663.93,189220.05
PO-2024-303,Stellar Metalworks,FAN-2860,"36"" Axial Cooling Fan",2024-02-27,2024-03-21,2024-03-19,142,403.01,57227.42
PO-2024-313,APEX MFG,FAN-2850,"30"" Axial Cooling Fan",2024-03-01,2024-03-28,2024-03-28,142,311.13,44180.46
PO-2024-313,Stellar Metalworks,CTRL-9998,Touch Screen Controller,2024-03-04,2024-04-13,2024-04-12,67,1210.11,81077.37
PO-2024-313,Stellar Metalworks,SHAFT-2208,SS316 Drive Shaft,2024-03-07,2024-03-25,2024-03-25,363,51.75,18785.25
PO-2024-313,APEX MFG,CTRL-9981,Digital Temperature Controller,2024-03-10,2024-04-04,2024-04-04,227,87.68,19903.36
PO-2024-313,Apex Mfg,FAN-2860,"36"" Axial Cooling Fan",2024-03-13,2024-04-17,2024-04-16,42,435.2,18278.4
PO-2024-313,QuickFab Industries,MOTOR-6638,5HP Fan Motor Assembly,2024-03-16,2024-04-17,2024-04-15,140,613.89,85944.6
PO-2024-313,AeroFlow Systems,BEARING-9910,Sealed Bearing Assembly,2024-03-18,2024-04-27,2024-04-27,140,85.58,11981.2
PO-2024-313,TitanForge LLC,SENSOR-4420,Flow Sensor - Digital,2024-03-21,2024-04-08,2024-04-06,136,42.02,5714.72
PO-2024-313,TitanForge LLC,SHAFT-2210,Stainless Drive Shaft,2024-03-24,2024-04-26,2024-04-25,496,47.57,23594.72
PO-2024-313,AeroFlow Systems,SHAFT-2201,Motor Drive Shaft - SS304,2024-03-27,2024-05-05,2024-05-04,130,40.39,5250.7
PO-2024-313,Apex Mfg,BEARING-9910,Sealed Bearing Assembly,2024-03-30,2024-05-12,2024-05-12,185,87.03,16100.55
PO-2024-323,AeroFlow Systems,FINS-7725,Heat Exchanger Fins,2024-04-02,2024-05-06,2024-05-07,798,9.98,7964.04
PO-2024-323,Precision Thermal Co,CTRL-9981,Digital Temperature Controller,2024-04-05,2024-05-04,2024-05-02,188,82.17,15447.96
PO-2024-323,Apex Mfg,FAN-2855,"28"" Axial Fan - High CFM",2024-04-08,2024-05-15,2024-05-13,71,365.88,25977.48
PO-2024-323,APEX Manufacturing Inc,BEARING-9910,Sealed Bearing Assembly,2024-04-11,2024-04-27,2024-04-27,91,78.27,7122.57
PO-2024-323,AeroFlow Systems,HX-5525,Copper Heat Exchanger - Custom,2024-04-14,2024-05-14,2024-05-14,152,2110.36,320774.72
PO-2024-323,Apex Mfg,BRKT-1015,Heavy Mount - Galvanized,2024-04-17,2024-05-22,2024-05-29,360,19.96,7185.6
PO-2024-323,QuickFab Industries,HX-5512,Aluminum Heat Exchanger - 48x24,2024-04-20,2024-06-01,2024-06-16,18,876.43,15775.74
PO-2024-323,Apex Manufacturing Inc,HX-5530,Heat Exchanger - Heavy Duty,2024-04-23,2024-05-18,2024-05-18,153,1865.61,285438.33
PO-2024-323,TitanForge LLC,MOTOR-6634,3HP Fan Motor Assembly,2024-04-25,2024-06-06,2024-06-06,88,455.37,40072.56
PO-2024-323,Apex Mfg,PANEL-8815,Aluminum Control Panel,2024-04-28,2024-05-29,2024-05-27,175,261.7,45797.5
PO-2024-334,Precision Thermal Co,BRKT-1015,Heavy Mount - Galvanized,2024-05-01,2024-06-12,2024-06-10,99,19.85,1965.15
PO-2024-334,QuickFab Industries,SHAFT-2210,Stainless Drive Shaft,2024-05-04,2024-05-24,2024-05-24,213,50.02,10654.26
PO-2024-334,AeroFlow Systems,BRKT-1010,Adjustable Mount Bracket,2024-05-07,2024-05-29,2024-05-29,194,17.98,3488.12
PO-2024-334,Apex Manufacturing Inc,HX-5530,Heat Exchanger - Heavy Duty,2024-05-10,2024-06-01,2024-05-30,69,1864.33,128638.77
PO-2024-334,Stellar Metalworks,BEARING-9915,Pillow Block Bearing,2024-05-13,2024-06-14,2024-06-17,191,95.18,18179.38
PO-2024-334,TitanForge LLC,BRKT-1005,Heavy Duty Mount - Aluminum,2024-05-16,2024-06-25,2024-06-25,373,18.73,6986.29
PO-2024-334,Apex Manufacturing Inc,MOTOR-6634,3HP Fan Motor Assembly,2024-05-19,2024-06-28,2024-07-05,126,445.3,56107.8
PO-2024-334,APEX MFG,PANEL-8820,Stainless Control Panel,2024-05-22,2024-07-02,2024-07-02,180,287.38,51728.4
PO-2024-334,APEX Manufacturing Inc,LOUVER-6615,"Weather Louver 72""",2024-05-25,2024-06-16,2024-06-14,66,224.83,14838.78
PO-2024-334,APEX MFG,CTRL-9985,PLC Control Module,2024-05-28,2024-06-15,2024-06-14,69,422.9,29180.1
